bill_id,session,chamber,action_date,journal_page,action,order
HB1006,2023-RS,H,2023-02-06,71,Authored by Representative West (Rick),2
HB1006,2023-RS,H,2023-02-07,299,Second Reading referred to Common Education,3
HB1006,2023-RS,H,2023-02-21,382,CR; Do Pass Common Education Committee,4
HB1006,2023-RS,H,2023-02-21,382,Coauthored by Representative(s) Talley,5
HB1006,2023-RS,H,2023-02-21,382,Authored by Senator Murdock (principal Senate author),6
HB1006,2023-RS,H,2023-03-21,810,General Order,7
HB1006,2023-RS,H,2023-03-21,810,Coauthored by Representative(s) Bashore,8
HB1006,2023-RS,H,2023-03-21,811,"Third Reading, Measure passed:  Ayes: 74 Nays: 22",9
HB1006,2023-RS,H,2023-03-21,811,Referred for engrossment,10
HB1006,2023-RS,H,2023-03-22,819,"Engrossed, signed, to Senate",11
HB1006,2023-RS,S,2023-03-22,793,First Reading,12
HB1006,2023-RS,S,2023-03-30,871,Second Reading referred to Education,13
HB1006,2023-RS,S,2023-04-04,888,Reported Do Pass Education committee; CR filed,14
HB1007,2023-RS,H,2023-02-06,71,First Reading,1
HB1007,2023-RS,H,2023-02-06,71,Authored by Representative West (Rick),2
HB1007,2023-RS,H,2023-02-07,299,"Second Reading referred to Alcohol, Tobacco and Controlled Substances",3
HB1007,2023-RS,H,2023-02-27,403,"Withdrawn from Alcohol, Tobacco and Controlled Substances Committee",4
HB1007,2023-RS,H,2023-02-27,403,Referred to Rules,5
HB1008,2023-RS,H,2023-02-06,71,First Reading,1
HB1008,2023-RS,H,2023-02-06,71,Authored by Representative West (Rick),2
HB1008,2023-RS,H,2023-02-07,300,Second Reading referred to Agriculture,3
HB1008,2023-RS,H,2023-02-15,361,"CR; Do Pass, amended by committee substitute Agriculture Committee",4
HB1008,2023-RS,H,2023-02-15,361,Authored by Senator Burns (principal Senate author),5
HB1008,2023-RS,H,2023-03-13,651,General Order,6
HB1008,2023-RS,H,2023-03-13,651,"Third Reading, Measure passed:  Ayes: 53 Nays: 36",7
HB1008,2023-RS,H,2023-03-13,652,Referred for engrossment,8
HB1008,2023-RS,H,2023-03-14,655,"Engrossed, signed, to Senate",9
HB1008,2023-RS,S,2023-03-14,686,First Reading,10
HB1008,2023-RS,S,2023-03-29,862,Second Reading referred to General Government,11
HB1008,2023-RS,S,2023-04-04,893,Coauthored by Senator Hamilton,12
HB1009,2023-RS,H,2023-02-06,71,First Reading,1
HB1009,2023-RS,H,2023-02-06,71,Authored by Representative Talley,2
HB1009,2023-RS,H,2023-02-07,300,Second Reading referred to Appropriations and Budget,3
HB1009,2023-RS,H,2023-02-07,,Referred to Appropriations and Budget Finance - Revenue and Taxation Subcommittee,4
HB1009,2023-RS,H,2023-02-20,,Recommendation to the full committee; Do Pass Appropriations and Budget Finance - Revenue and Taxation Subcommittee,5
HB1010,2023-RS,H,2023-02-06,72,First Reading,1
HB1010,2023-RS,H,2023-02-06,72,Authored by Representative West (Rick),2
HB1010,2023-RS,H,2023-02-07,300,Second Reading referred to General Government,3
HB1010,2023-RS,H,2023-02-14,358,"CR; Do Pass, amended by committee substitute General Government Committee",4
HB1011,2023-RS,H,2023-02-06,72,First Reading,1
HB1011,2023-RS,H,2023-02-06,72,Authored by Representative Olsen,2
HB1011,2023-RS,H,2023-02-07,300,Second Reading referred to Public Health,3
HB1012,2023-RS,H,2023-02-06,72,First Reading,1
HB1012,2023-RS,H,2023-02-06,72,Authored by Representative Echols,2
HB1012,2023-RS,H,2023-02-07,300,Second Reading referred to Health Services and Long-Term Care,3
HB1013,2023-RS,H,2023-02-06,72,First Reading,1
HB1013,2023-RS,H,2023-02-06,72,Authored by Representative Echols,2
HB1013,2023-RS,H,2023-02-07,300,Second Reading referred to Health Services and Long-Term Care,3
HB1013,2023-RS,H,2023-02-28,421,CR; Do Pass Health Services and Long-Term Care Committee,4
HB1013,2023-RS,H,2023-02-28,421,Authored by Senator Garvin (principal Senate author),5
HB1013,2023-RS,H,2023-03-23,874,General Order,6
HB1013,2023-RS,H,2023-03-23,874,"Coauthored by Representative(s) Hefner, Hasenbeck",7
HB1013,2023-RS,H,2023-03-23,874,House Rule suspended,8
HB1013,2023-RS,H,2023-03-23,874,Amended,9
HB1013,2023-RS,H,2023-03-23,874,Title stricken,10
HB1013,2023-RS,H,2023-03-23,875,"Third Reading, Measure passed:  Ayes: 94 Nays: 0",11
HB1013,2023-RS,H,2023-03-23,875,Referred for engrossment,12
HB1013,2023-RS,H,2023-03-27,910,"Engrossed, signed, to Senate",13
HB1013,2023-RS,S,2023-03-27,849,First Reading,14
HB1013,2023-RS,S,2023-03-30,871,Second Reading referred to Health and Human Services,15
HB1013,2023-RS,S,2023-04-13,948,Reported Do Pass as amended Health and Human Services committee; CR filed,16
HB1013,2023-RS,S,2023-04-13,948,Enacting clause stricken,17
HB1014,2023-RS,H,2023-02-06,72,First Reading,1
HB1014,2023-RS,H,2023-02-06,72,Authored by Representative Olsen,2
HB1014,2023-RS,H,2023-02-07,300,"Second Reading referred to Alcohol, Tobacco and Controlled Substances",3
HB1015,2023-RS,H,2023-02-06,72,First Reading,1
HB1015,2023-RS,H,2023-02-06,72,Authored by Representative West (Rick),2
HB1015,2023-RS,H,2023-02-07,300,Second Reading referred to Appropriations and Budget,3
HB1015,2023-RS,H,2023-02-07,,Referred to Appropriations and Budget Education Subcommittee,4
HB1016,2023-RS,H,2023-02-06,72,First Reading,1
HB1016,2023-RS,H,2023-02-06,72,Authored by Representative Lawson,2
HB1016,2023-RS,H,2023-02-07,300,Second Reading referred to Tourism,3
HB1016,2023-RS,H,2023-02-16,367,CR; Do Pass Tourism Committee,4
HB1016,2023-RS,H,2023-03-14,658,General Order,5
HB1016,2023-RS,H,2023-03-14,658,"Coauthored by Representative(s) Sneed, Sims",6
HB1016,2023-RS,H,2023-03-14,658,Authored by Senator Gollihare (principal Senate author),7
HB1016,2023-RS,H,2023-03-14,658,"Third Reading, Measure and Emergency passed:  Ayes: 75 Nays: 0",8
HB1016,2023-RS,H,2023-03-14,658,Referred for engrossment,9
HB1016,2023-RS,H,2023-03-20,705,"Engrossed, signed, to Senate",10
HB1016,2023-RS,S,2023-03-20,716,First Reading,11
HB1016,2023-RS,S,2023-03-29,862,Second Reading referred to Tourism and Wildlife,12
HB1016,2023-RS,S,2023-04-10,916,Reported Do Pass as amended Tourism and Wildlife committee; CR filed,13
HB1016,2023-RS,S,2023-04-10,916,Title stricken,14
HB1016,2023-RS,S,2023-04-20,1028,"General Order, Amended by Floor Substitute",15
HB1016,2023-RS,S,2023-04-20,1028,Title restored,16
HB1016,2023-RS,S,2023-04-20,1028,Measure and Emergency passed:  Ayes:  41 Nays:  2,17
HB1016,2023-RS,S,2023-04-20,1028,Referred for engrossment,18
HB1016,2023-RS,S,2023-04-24,1043,Engrossed to House,19
HB1016,2023-RS,H,2023-04-24,1098,SA's received,20
HB1016,2023-RS,H,2023-05-09,1269,"SA's rejected, conference requested, conferees to be named later",21
HB1016,2023-RS,H,2023-05-15,1298,HC's named: Conference Committee on Tourism,22
HB1016,2023-RS,H,2023-05-17,1330,Naming of conferees rescinded,23
HB1016,2023-RS,S,2023-05-18,1254,"Conference granted, SCs named Gollihare, Bullard, Pederson, Stephens, Garvin, Dugger, Matthews",24
HB1016,2023-RS,H,2023-05-19,1349,HC's named: Conference Committee on Tourism,25
HB1016,2023-RS,H,2023-05-24,1371,CCR submitted,26
HB1016,2023-RS,H,2023-05-24,1371,Coauthored by Representative(s) Waldron,27
HB1016,2023-RS,H,2023-05-25,1397,CCR adopted,28
HB1016,2023-RS,H,2023-05-25,1397,Coauthored by Representative(s) Hefner,29
HB1016,2023-RS,H,2023-05-25,1397,"Fourth Reading, Measure and Emergency Passed:  Ayes: 91  Nays: 1",30
HB1016,2023-RS,H,2023-05-25,1397,To Senate,31
HB1016,2023-RS,S,2023-05-25,1340,CCR read,32
HB1017,2023-RS,H,2023-02-06,72,First Reading,1
HB1017,2023-RS,H,2023-02-06,72,Authored by Representative Lawson,2
HB1017,2023-RS,H,2023-02-07,300,"Second Reading referred to Children, Youth and Family Services",3
HB1017,2023-RS,H,2023-02-14,357,"CR; Do Pass Children, Youth and Family Services Committee",4
HB1017,2023-RS,H,2023-02-14,357,Coauthored by Representative(s) Munson,5
HB1017,2023-RS,H,2023-03-14,658,General Order,6
HB1017,2023-RS,H,2023-03-14,658,Authored by Senator Rosino (principal Senate author),7
HB1017,2023-RS,H,2023-03-14,658,Amended,8
HB1017,2023-RS,H,2023-03-14,658,Title stricken,9
HB1017,2023-RS,H,2023-03-14,659,"Third Reading, Measure passed:  Ayes: 74 Nays: 2",10
HB1017,2023-RS,H,2023-03-14,659,Referred for engrossment,11
HB1017,2023-RS,H,2023-03-20,705,"Engrossed, signed, to Senate",12
HB1017,2023-RS,S,2023-03-20,716,First Reading,13
HB1017,2023-RS,S,2023-03-20,725,Coauthored by Representative Ranson,14
HB1017,2023-RS,S,2023-03-29,862,Second Reading referred to Judiciary,15
HB1017,2023-RS,S,2023-04-04,890,"Reported Do Pass, amended by committee substitute Judiciary committee; CR filed",16
HB1018,2023-RS,H,2023-02-06,73,First Reading,1
HB1018,2023-RS,H,2023-02-06,73,Authored by Representative Lawson,2
HB1018,2023-RS,H,2023-02-07,300,"Second Reading referred to Children, Youth and Family Services",3
HB1018,2023-RS,H,2023-02-14,357,"CR; Do Pass Children, Youth and Family Services Committee",4
HB1018,2023-RS,H,2023-03-13,610,General Order,5
HB1018,2023-RS,H,2023-03-13,610,Authored by Senator Garvin (principal Senate author),6
HB1018,2023-RS,H,2023-03-13,610,"Third Reading, Measure passed:  Ayes: 79 Nays: 0",7
HB1018,2023-RS,H,2023-03-13,610,Referred for engrossment,8
HB1018,2023-RS,H,2023-03-14,655,"Engrossed, signed, to Senate",9
HB1018,2023-RS,S,2023-03-14,686,First Reading,10
HB1018,2023-RS,S,2023-03-29,862,Second Reading referred to Judiciary,11
HB1019,2023-RS,H,2023-02-06,73,First Reading,1
HB1019,2023-RS,H,2023-02-06,73,Authored by Representative Lawson,2
HB1019,2023-RS,H,2023-02-07,300,Second Reading referred to Judiciary - Civil,3
HB1019,2023-RS,H,2023-02-27,403,Withdrawn from Judiciary - Civil Committee,4
HB1019,2023-RS,H,2023-02-27,403,Referred to Rules,5
HB1020,2023-RS,H,2023-02-06,73,First Reading,1
HB1020,2023-RS,H,2023-02-06,73,Authored by Representative Olsen,2
HB1020,2023-RS,H,2023-02-07,300,Second Reading referred to Judiciary - Criminal,3
HB1021,2023-RS,H,2023-02-06,73,First Reading,1
HB1021,2023-RS,H,2023-02-06,73,Authored by Representative Olsen,2
HB1021,2023-RS,H,2023-02-07,300,Second Reading referred to Public Safety,3
HB1022,2023-RS,H,2023-02-06,73,First Reading,1
HB1022,2023-RS,H,2023-02-06,73,Authored by Representative Olsen,2
HB1022,2023-RS,H,2023-02-07,300,Second Reading referred to County and Municipal Government,3
HB1023,2023-RS,H,2023-02-06,74,First Reading,1
HB1023,2023-RS,H,2023-02-06,74,Authored by Representative Townley,2
HB1023,2023-RS,H,2023-02-07,300,Second Reading referred to Utilities,3
HB1023,2023-RS,H,2023-03-02,442,"CR; Do Pass, amended by committee substitute Utilities Committee",4
HB1023,2023-RS,H,2023-03-09,588,General Order,5
HB1023,2023-RS,H,2023-03-09,588,Coauthored by Representative(s) Maynard,6
HB1023,2023-RS,H,2023-03-09,588,Authored by Senator Bullard (principal Senate author),7
HB1023,2023-RS,H,2023-03-09,588,"Third Reading, Measure passed:  Ayes: 69 Nays: 22",8
HB1023,2023-RS,H,2023-03-09,588,Referred for engrossment,9
HB1023,2023-RS,H,2023-03-13,609,"Engrossed, signed, to Senate",10
HB1023,2023-RS,S,2023-03-13,662,First Reading,11
HB1023,2023-RS,S,2023-03-14,692,Coauthored by Representative Humphrey,12
HB1023,2023-RS,S,2023-03-29,862,Second Reading referred to Judiciary,13
HB1024,2023-RS,H,2023-02-06,74,First Reading,1
HB1024,2023-RS,H,2023-02-06,74,Authored by Representative West (Rick),2
HB1024,2023-RS,H,2023-02-07,300,Second Reading referred to Public Safety,3
HB1025,2023-RS,H,2023-02-06,74,First Reading,1
HB1025,2023-RS,H,2023-02-06,74,Authored by Representative West (Rick),2
HB1025,2023-RS,H,2023-02-07,300,Second Reading referred to Rules,3
HB1026,2023-RS,H,2023-02-06,74,First Reading,1
HB1026,2023-RS,H,2023-02-06,74,Authored by Representative West (Rick),2
HB1026,2023-RS,H,2023-02-07,300,Second Reading referred to Criminal Justice and Corrections,3
HB1026,2023-RS,H,2023-02-16,367,CR; Do Pass Criminal Justice and Corrections Committee,4
HB1026,2023-RS,H,2023-02-16,367,Authored by Senator Hamilton (principal Senate author),5
HB1027,2023-RS,H,2023-02-06,74,First Reading,1
HB1027,2023-RS,H,2023-02-06,74,Authored by Representative Luttrell,2
HB1027,2023-RS,H,2023-02-07,300,Second Reading referred to Appropriations and Budget,3
HB1027,2023-RS,H,2023-02-07,,Referred to Appropriations and Budget Select Agencies Subcommittee,4
HB1027,2023-RS,H,2023-02-14,,"Recommendation to the full committee; Do Pass, amended by committee substitute Appropriations and Budget Select Agencies Subcommittee",5
HB1027,2023-RS,H,2023-03-06,490,"CR; Do Pass, amended by committee substitute Appropriations and Budget Committee",6
HB1027,2023-RS,H,2023-03-06,490,Authored by Senator Coleman (principal Senate author),7
HB1027,2023-RS,H,2023-03-06,490,Title stricken,8
HB1027,2023-RS,H,2023-03-21,766,General Order,9
HB1027,2023-RS,H,2023-03-21,766,"Coauthored by Representative(s) Pittman, Hefner",10
HB1027,2023-RS,H,2023-03-21,766,"Third Reading, Measure passed:  Ayes: 66 Nays: 26",11
HB1027,2023-RS,H,2023-03-21,767,Referred for engrossment,12
HB1027,2023-RS,H,2023-03-22,819,"Engrossed, signed, to Senate",13
HB1027,2023-RS,S,2023-03-22,793,First Reading,14
HB1027,2023-RS,S,2023-03-22,804,Coauthored by Representative Dollens,15
HB1027,2023-RS,S,2023-03-30,871,Second Reading referred to Rules Committee then to Finance Committee,16
HB1027,2023-RS,S,2023-05-25,1352,Coauthored by Representative Menz,17
HB1028,2023-RS,H,2023-02-06,74,First Reading,1
HB1028,2023-RS,H,2023-02-06,74,Authored by Representative Talley,2
HB1028,2023-RS,H,2023-02-07,300,Second Reading referred to Common Education,3
HB1028,2023-RS,H,2023-03-02,442,"CR; Do Pass, amended by committee substitute Common Education Committee",4
HB1028,2023-RS,H,2023-03-02,442,"Coauthored by Representative(s) Moore, Munson, Rosecrants",5
HB1028,2023-RS,H,2023-03-14,659,General Order,6
HB1028,2023-RS,H,2023-03-14,659,"Coauthored by Representative(s) Waldron, Lepak, Hefner, Dollens, Townley",7
HB1028,2023-RS,H,2023-03-14,659,Authored by Senator Floyd (principal Senate author),8
HB1028,2023-RS,H,2023-03-14,659,"Third Reading, Measure failed:  Ayes: 45 Nays: 43",9
HB1028,2023-RS,H,2023-03-14,660,Notice served to reconsider vote by Representative Talley,10
HB1028,2023-RS,H,2023-03-20,750,Motion to reconsider adopted:  Ayes: 79 Nays: 3,11
HB1028,2023-RS,H,2023-03-20,750,"Coauthored by Representative(s) Ranson, Martinez, Stinson, Pae",12
HB1028,2023-RS,H,2023-03-20,750,Returned to General Order,13
HB1028,2023-RS,H,2023-03-20,750,Amended,14
HB1028,2023-RS,H,2023-03-20,750,Title stricken,15
HB1028,2023-RS,H,2023-03-20,750,House Rule suspended,16
HB1028,2023-RS,H,2023-03-20,751,Amended,17
HB1028,2023-RS,H,2023-03-20,751,"Third Reading, Measure passed:  Ayes: 84 Nays: 8",18
HB1028,2023-RS,H,2023-03-20,751,Referred for engrossment,19
HB1028,2023-RS,H,2023-03-21,753,"Engrossed, signed, to Senate",20
HB1028,2023-RS,S,2023-03-21,750,First Reading,21
HB1028,2023-RS,S,2023-03-29,863,Second Reading referred to Education,22
HB1028,2023-RS,S,2023-04-11,928,Reported Do Pass as amended Education committee; CR filed,23
HB1028,2023-RS,S,2023-04-11,928,Enacting clause stricken,24
HB1029,2023-RS,H,2023-02-06,74,First Reading,1
HB1029,2023-RS,H,2023-02-06,74,Authored by Representative Talley,2
HB1029,2023-RS,H,2023-02-07,300,Second Reading referred to Appropriations and Budget,3
HB1029,2023-RS,H,2023-02-07,,Referred to Appropriations and Budget Education Subcommittee,4
HB1029,2023-RS,H,2023-02-14,,"Recommendation to the full committee; Do Pass, amended by committee substitute Appropriations and Budget Education Subcommittee",5
HB1029,2023-RS,H,2023-02-23,401,"CR; Do Pass, amended by committee substitute Appropriations and Budget Committee",6
HB1029,2023-RS,H,2023-02-23,401,Coauthored by Representative(s) Waldron,7
HB1029,2023-RS,H,2023-02-23,401,Authored by Senator Stanley (principal Senate author),8
HB1029,2023-RS,H,2023-03-06,448,General Order,9
HB1029,2023-RS,H,2023-03-06,448,"Coauthored by Representative(s) Pae, Munson",10
HB1029,2023-RS,H,2023-03-06,449,"Third Reading, Measure passed:  Ayes: 94 Nays: 1",11
HB1029,2023-RS,H,2023-03-06,449,Referred for engrossment,12
HB1029,2023-RS,H,2023-03-07,493,"Engrossed, signed, to Senate",13
HB1029,2023-RS,S,2023-03-07,582,First Reading,14
HB1029,2023-RS,S,2023-03-14,692,Coauthored by Representative Pittman,15
HB1029,2023-RS,S,2023-03-23,840,Second Reading referred to Education Committee then to Appropriations Committee,16
HB1029,2023-RS,S,2023-04-04,890,Reported Do Pass Education committee; CR filed,17
HB1029,2023-RS,S,2023-04-04,890,Referred to Appropriations,18
HB1029,2023-RS,S,2023-04-04,893,Coauthored by Senator Hicks,19
HB1029,2023-RS,S,2023-04-17,951,Withdrawn from Appropriations committee,20
HB1029,2023-RS,S,2023-04-17,,Placed on General Order,21
HB1029,2023-RS,S,2023-04-25,1060,"General Order, Considered",22
HB1029,2023-RS,S,2023-04-25,1060,Measure passed:  Ayes: 41  Nays: 3,23
HB1029,2023-RS,S,2023-04-25,1060,"Engrossed measure signed, returned to House",24
HB1029,2023-RS,H,2023-04-25,1114,Referred for enrollment,25
HB1029,2023-RS,H,2023-04-26,1137,"Enrolled, signed, to Senate",26
HB1029,2023-RS,S,2023-04-26,1122,"Enrolled measure signed, returned to House",27
HB1029,2023-RS,H,2023-04-26,1141,Sent to Governor,28
HB1029,2023-RS,H,2023-05-02,1243,Approved by Governor 05/02/2023,29
HB1030,2023-RS,H,2023-02-06,74,First Reading,1
HB1030,2023-RS,H,2023-02-06,74,Authored by Representative West (Josh),2
HB1030,2023-RS,H,2023-02-07,300,Second Reading referred to Government Modernization and Technology,3
HB1030,2023-RS,H,2023-02-21,382,CR; Do Pass Government Modernization and Technology Committee,4
HB1030,2023-RS,H,2023-02-21,382,Coauthored by Representative(s) Pae,5
HB1030,2023-RS,H,2023-03-08,547,General Order,6
HB1030,2023-RS,H,2023-03-08,547,"Coauthored by Representative(s) Fugate, Alonso-Sandoval, Sims",7
HB1030,2023-RS,H,2023-03-08,547,Authored by Senator Howard (principal Senate author),8
HB1030,2023-RS,H,2023-03-08,547,Amended,9
HB1030,2023-RS,H,2023-03-08,547,"Third Reading, Measure passed:  Ayes: 84 Nays: 11",10
HB1030,2023-RS,H,2023-03-08,548,Referred for engrossment,11
HB1030,2023-RS,H,2023-03-09,571,"Engrossed, signed, to Senate",12
HB1030,2023-RS,S,2023-03-09,641,First Reading,13
HB1030,2023-RS,S,2023-03-29,863,Second Reading referred to Rules,14
HB1031,2023-RS,H,2023-02-06,75,First Reading,1
HB1031,2023-RS,H,2023-02-06,75,Authored by Representative Rosecrants,2
HB1031,2023-RS,H,2023-02-07,300,Second Reading referred to Common Education,3
HB1032,2023-RS,H,2023-02-06,75,First Reading,1
HB1032,2023-RS,H,2023-02-06,75,Authored by Representative Lawson,2
HB1032,2023-RS,H,2023-02-07,300,Second Reading referred to Judiciary - Civil,3
HB1032,2023-RS,H,2023-02-20,374,"CR; Do Pass, amended by committee substitute Judiciary - Civil Committee",4
HB1032,2023-RS,H,2023-03-06,449,General Order,5
HB1032,2023-RS,H,2023-03-06,449,Coauthored by Representative(s) CrosswhiteHader,6
HB1032,2023-RS,H,2023-03-06,449,Authored by Senator Daniels (principal Senate author),7
HB1032,2023-RS,H,2023-03-06,449,"Third Reading, Measure passed:  Ayes: 97 Nays: 0",8
HB1032,2023-RS,H,2023-03-06,450,Referred for engrossment,9
HB1032,2023-RS,H,2023-03-07,493,"Engrossed, signed, to Senate",10
HB1032,2023-RS,S,2023-03-07,583,First Reading,11
HB1032,2023-RS,S,2023-03-14,692,Coauthored by Representative Pittman,12
HB1032,2023-RS,S,2023-03-23,840,Second Reading referred to Judiciary,13
HB1032,2023-RS,S,2023-04-04,888,Reported Do Pass Judiciary committee; CR filed,14
HB1032,2023-RS,S,2023-04-17,953,"General Order, Considered",15
HB1032,2023-RS,S,2023-04-17,953,Measure passed:  Ayes: 47  Nays: 1,16
HB1032,2023-RS,S,2023-04-17,953,"Engrossed measure signed, returned to House",17
HB1032,2023-RS,H,2023-04-17,993,Referred for enrollment,18
HB1032,2023-RS,H,2023-04-18,997,"Enrolled, signed, to Senate",19
HB1032,2023-RS,S,2023-04-18,991,"Enrolled measure signed, returned to House",20
HB1032,2023-RS,H,2023-04-18,1016,Sent to Governor,21
HB1032,2023-RS,H,2023-04-19,1048,Approved by Governor 04/19/2023,22
HB1033,2023-RS,H,2023-02-06,75,First Reading,1
HB1033,2023-RS,H,2023-02-06,75,Authored by Representative Lawson,2
HB1033,2023-RS,H,2023-02-07,300,Second Reading referred to Judiciary - Civil,3
HB1033,2023-RS,H,2023-02-23,400,CR; Do Pass Judiciary - Civil Committee,4
HB1034,2023-RS,H,2023-02-06,75,First Reading,1
HB1034,2023-RS,H,2023-02-06,75,Authored by Representative Lawson,2
HB1034,2023-RS,H,2023-02-07,300,"Second Reading referred to Children, Youth and Family Services",3
HB1034,2023-RS,H,2023-02-20,370,"Withdrawn from Children, Youth and Family Services Committee",4
HB1034,2023-RS,H,2023-02-20,370,Referred to Rules,5
HB1035,2023-RS,H,2023-02-06,75,First Reading,1
HB1035,2023-RS,H,2023-02-06,75,Authored by Representative Rosecrants,2
HB1035,2023-RS,H,2023-02-07,300,Second Reading referred to Common Education,3
HB1035,2023-RS,H,2023-02-21,382,CR; Do Pass Common Education Committee,4
HB1035,2023-RS,H,2023-02-21,382,"Coauthored by Representative(s) Pae, Provenzano",5
HB1035,2023-RS,H,2023-02-21,382,Authored by Senator Pemberton (principal Senate author),6
HB1035,2023-RS,H,2023-03-23,892,General Order,7
HB1035,2023-RS,H,2023-03-23,892,Amended,8
HB1035,2023-RS,H,2023-03-23,892,Title stricken,9
HB1035,2023-RS,H,2023-03-23,892,"Third Reading, Measure passed:  Ayes: 61 Nays: 23",10
HB1035,2023-RS,H,2023-03-23,892,Referred for engrossment,11
HB1035,2023-RS,H,2023-03-27,910,"Engrossed, signed, to Senate",12
HB1035,2023-RS,S,2023-03-27,849,First Reading,13
HB1035,2023-RS,S,2023-03-30,872,Second Reading referred to Education,14
HB1035,2023-RS,S,2023-04-04,890,"Reported Do Pass, amended by committee substitute Education committee; CR filed",15
HB1035,2023-RS,S,2023-04-25,1060,"General Order, Amended",16
HB1035,2023-RS,S,2023-04-25,1060,Emergency added,17
HB1035,2023-RS,S,2023-04-25,1061,Title restored,18
HB1035,2023-RS,S,2023-04-25,1061,Measure and Emergency passed:  Ayes:  42 Nays:  4,19
HB1035,2023-RS,S,2023-04-25,1061,Referred for engrossment,20
HB1035,2023-RS,S,2023-04-26,1089,Engrossed to House,21
HB1035,2023-RS,H,2023-04-26,1140,SA's received,22
HB1036,2023-RS,H,2023-02-06,75,First Reading,1
HB1036,2023-RS,H,2023-02-06,75,Authored by Representative Rosecrants,2
HB1036,2023-RS,H,2023-02-07,300,Second Reading referred to Veterans and Military Affairs,3
HB1036,2023-RS,H,2023-02-08,347,CR; Do Pass Veterans and Military Affairs Committee,4
HB1036,2023-RS,H,2023-02-08,347,Coauthored by Representative(s) Pae,5
HB1036,2023-RS,H,2023-02-08,75,Authored by Senator Kidd (principal Senate author),6
HB1036,2023-RS,H,2023-03-20,727,General Order,7
HB1036,2023-RS,H,2023-03-20,727,"Coauthored by Representative(s) Waldron, Menz, Hefner, Ranson, West (Josh)",8
HB1036,2023-RS,H,2023-03-20,727,House Rule suspended,9
HB1036,2023-RS,H,2023-03-20,728,Amended,10
HB1036,2023-RS,H,2023-03-20,728,"Third Reading, Measure passed:  Ayes: 96 Nays: 0",11
HB1036,2023-RS,H,2023-03-20,728,Referred for engrossment,12
HB1036,2023-RS,H,2023-03-21,753,"Engrossed, signed, to Senate",13
HB1036,2023-RS,S,2023-03-21,750,First Reading,14
HB1036,2023-RS,S,2023-03-29,863,Second Reading referred to Veterans and Military Affairs,15
HB1036,2023-RS,S,2023-04-12,936,Reported Do Pass Veterans and Military Affairs committee; CR filed,16
HB1036,2023-RS,S,2023-04-20,1028,"General Order, Considered",17
